Group	SubGroup	Protein	Protein ID	Entry Name	Gene	Length	Percent Coverage	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins	WT1	KO1	WT2	KO2	WT3	KO3	WT4	KO4	WT5	KO5	WT6	MT	MT	MT	MT	MT
3332	a	sp|P10648|GSTA2_MOUSE	P10648	GSTA2_MOUSE	Gsta2	222	34.70	Mus musculus (Mouse) OX=10090	Glutathione S-transferase A2 	1:Experimental evidence at protein level	1.0000	0.9990	9	0	9	48	0	48	765437	     0	765437	10K(304.2072), 15K(304.2072), 18K(304.2072), 1K(304.2072), 2K(304.2072), 3K(304.2072), 5K(304.2072), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072), N-term(42.0106)			1105128.8269	339011.2692	1388543.9409	531504.7673	1350490.2827	463998.0775	1336407.5063	425179.6119	1119800.0742	240329.7318	1191592.9226	4032.9142	13610.7054	0.0000	0.0000	0.0000
3332	b	tr|E9Q6L7|E9Q6L7_MOUSE	E9Q6L7	E9Q6L7_MOUSE	Gm10639	222	34.70	Mus musculus (Mouse) OX=10090	Glutathione S-transferase 	3:Protein inferred from homology	1.0000	0.9990	7	1	2	28	2	3	     0	     0	     0	10K(304.2072), 3K(304.2072), 7K(304.2072), N-term(42.0106)			39123.5150	20399.0657	56419.3347	32409.8363	47414.6067	25619.0706	51408.0303	21623.4794	50819.0839	16176.4325	39214.5245	514.1554	345.6059	0.0000	0.0000	0.0000
3333	a	sp|P10711|TCEA1_MOUSE	P10711	TCEA1_MOUSE	Tcea1	301	15.90	Mus musculus (Mouse) OX=10090	Transcription elongation factor A protein 1 	1:Experimental evidence at protein level	1.0000	0.9987	5	4	5	7	6	7	268244	268244	268244	1K(304.2072), 5K(304.2072), 7K(304.2072), 8K(304.2072)			64454.9114	55810.7657	81983.0405	57231.0048	53560.5461	48209.4451	59179.2566	54392.8441	67068.1052	44908.2285	44494.0696	1683.4487	278.7749	0.0000	0.0000	0.0000
3334	a	sp|P11087|CO1A1_MOUSE	P11087	CO1A1_MOUSE	Col1a1	1453	3.30	Mus musculus (Mouse) OX=10090	Collagen alpha-1(I) chain 	1:Experimental evidence at protein level	1.0000	0.9990	3	2	3	4	3	4	     0	     0	     0	14K(304.2072), 6K(304.2072), N-term(304.2072)			16946.5425	30462.6985	26360.7615	30445.9675	19343.9619	43127.5869	27125.2996	16482.6861	36837.1680	28909.9446	25223.7349	247.4518	0.0000	0.0000	0.0000	0.0000
3335	a	sp|P11247|PERM_MOUSE	P11247	PERM_MOUSE	Mpo	718	4.70	Mus musculus (Mouse) OX=10090	Myeloperoxidase 	1:Experimental evidence at protein level	1.0000	0.9990	3	2	3	3	2	3	     0	     0	     0	5K(304.2072)			8274.5635	5703.1252	10354.8032	7721.5608	6735.3572	19822.8519	6768.0365	6056.1399	8204.9996	5659.5101	6195.1057	0.0000	0.0000	0.0000	0.0000	0.0000
3336	a	sp|P12970|RL7A_MOUSE	P12970	RL7A_MOUSE	Rpl7a	266	61.70	Mus musculus (Mouse) OX=10090	60S ribosomal protein L7a 	1:Experimental evidence at protein level	1.0000	0.9990	10	7	10	31	23	31	15274362	15274362	15274362	10K(304.2072), 13K(304.2072), 14K(304.2072), 15K(304.2072), 16K(304.2072), 1K(304.2072), 21K(304.2072), 2K(304.2072), 37C(57.0215), 3C(57.0215), 3K(304.2072), 4K(304.2072), 6K(304.2072), 8K(304.2072)			589659.9713	439158.6781	769031.7557	625506.2277	536795.0333	374309.4293	578547.2379	454078.8561	603722.1650	415763.5485	480947.3511	7457.9102	4493.7947	0.0000	0.0000	0.0000
3337	a	sp|P13707|GPDA_MOUSE	P13707	GPDA_MOUSE	Gpd1	349	40.10	Mus musculus (Mouse) OX=10090	Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	15	15	15	36	36	36	624204	624204	624204	10K(304.2072), 11K(304.2072), 14K(304.2072), 17K(304.2072), 1C(57.0215), 1K(304.2072), 23K(304.2072), 25C(57.0215), 2C(57.0215), 2K(304.2072), 3K(304.2072), 7K(304.2072), 9K(304.2072), N-term(304.2072)			846879.0295	425779.3516	1096382.4274	861107.1520	876420.0920	272491.7911	848164.4874	532910.4728	815233.7453	247668.4985	796964.2825	1487.9402	8289.8351	0.0000	0.0000	0.0000
3338	a	sp|P15392|CP2A4_MOUSE	P15392	CP2A4_MOUSE	Cyp2a4	494	21.30	Mus musculus (Mouse) OX=10090	Cytochrome P450 2A4 	2:Experimental evidence at transcript level	1.0000	0.9990	9	2	9	16	3	16	240763	     0	240763	1K(304.2072), 2C(57.0215), 5K(304.2072), 6K(304.2072), N-term(304.2072)			76180.8038	54071.9285	113294.5164	79887.5135	63894.8126	51244.4547	83977.4307	58987.5987	88646.1544	43493.8078	73196.3488	1035.9900	297.1444	0.0000	0.0000	0.0000
3339	b	sp|P43277|H13_MOUSE	P43277	H13_MOUSE	H1-3	221	24.90	Mus musculus (Mouse) OX=10090	Histone H1.3 	1:Experimental evidence at protein level	1.0000	0.9990	9	1	4	42	1	10	1467138	211001	211001	12K(304.2072), 13K(304.2072), 14K(304.2072), 18K(304.2072), 19K(304.2072), 1K(304.2072), 20K(304.2072), 2K(304.2072), 3K(304.2072), 4K(304.2072), N-term(42.0106)			198874.3076	181933.4951	230778.0000	202162.5405	167167.2581	281618.1074	175063.7834	127364.2302	218991.7090	159762.0488	143754.2144	1994.9960	1125.2185	0.0000	0.0000	0.0000
3339	c	sp|P43274|H14_MOUSE	P43274	H14_MOUSE	H1-4	219	35.60	Mus musculus (Mouse) OX=10090	Histone H1.4 	1:Experimental evidence at protein level	1.0000	0.9990	9	4	9	46	14	46	26372585	25611546	26372585	10K(304.2072), 11K(304.2072), 13K(304.2072), 14K(304.2072), 15K(304.2072), 16K(304.2072), 17K(304.2072), 19K(304.2072), 1K(304.2072), 20K(304.2072), 21K(304.2072), 22K(304.2072), 2K(304.2072), 7K(304.2072), 9K(304.2072), N-term(304.2072), N-term(42.0106)			1537673.4568	1244613.8157	1992272.5342	1454473.1055	1363854.7571	1680249.7427	1480724.7188	898572.4409	1841748.7773	1086447.4824	1208081.5051	37324.0006	29571.5836	0.0000	0.0000	0.0000
3340	a	sp|P16110|LEG3_MOUSE	P16110	LEG3_MOUSE	Lgals3	264	4.50	Mus musculus (Mouse) OX=10090	Galectin-3 	1:Experimental evidence at protein level	1.0000	0.9990	3	2	3	8	7	8	153401	153401	153401				30373.1503	19721.1537	37235.0518	28078.9867	25533.4490	21437.9433	30429.1340	21378.6591	27608.2262	15988.7792	21145.3611	0.0000	0.0000	0.0000	0.0000	0.0000
3341	b	sp|P06151|LDHA_MOUSE	P06151	LDHA_MOUSE	Ldha	332	25.60	Mus musculus (Mouse) OX=10090	L-lactate dehydrogenase A chain 	1:Experimental evidence at protein level	1.0000	0.9973	7	5	6	37	7	9	429385	112743	112743	12K(304.2072), 13K(304.2072), 2K(304.2072), 3K(304.2072), 9K(304.2072), N-term(304.2072)			48334.1532	41789.7658	60339.7513	48736.6318	40725.5370	38915.9375	49841.3094	39329.8540	47838.9242	32998.5384	37488.8806	440.2617	468.4859	0.0000	0.0000	0.0000
3341	a	sp|P16125|LDHB_MOUSE	P16125	LDHB_MOUSE	Ldhb	334	28.40	Mus musculus (Mouse) OX=10090	L-lactate dehydrogenase B chain 	1:Experimental evidence at protein level	1.0000	0.9990	9	8	9	99	71	99	31662566	31662566	31662566	11K(304.2072), 14K(304.2072), 1K(304.2072), 24C(57.0215), 2K(304.2072), 4K(304.2072), 6C(57.0215), 6K(304.2072), 9K(304.2072), N-term(304.2072), N-term(42.0106)			1693212.4902	1011638.5610	2014781.2146	1453517.7157	1507574.4955	726940.3368	1663028.9845	1106708.6062	1594407.6012	708139.9800	1356076.8718	6863.3594	13914.7240	0.0000	0.0000	0.0000
3342	a	sp|P16858|G3P_MOUSE	P16858	G3P_MOUSE	Gapdh	333	72.10	Mus musculus (Mouse) OX=10090	Glyceraldehyde-3-phosphate dehydrogenase 	1:Experimental evidence at protein level	1.0000	0.9990	30	0	30	220	0	220	50089738	     0	50089738	10K(304.2072), 11C(57.0215), 11K(304.2072), 12K(304.2072), 13C(57.0215), 14K(304.2072), 15K(304.2072), 16K(304.2072), 18K(304.2072), 19K(304.2072), 21K(304.2072), 22K(304.2072), 23K(304.2072), 27K(304.2072), 2K(304.2072), 33K(304.2072), 34C(57.0215), 36C(57.0215), 37K(304.2072), 3K(304.2072), 4K(304.2072), 5K(304.2072), 6K(304.2072), 7K(304.2072), 8C(57.0215), 8K(304.2072), 9C(57.0215), N-term(304.2072), N-term(42.0106)			5413602.8093	3916577.8452	7100411.9949	5541955.0333	5464803.0006	3412345.5947	6193816.8709	4062416.0135	5459280.8926	3088269.9003	5448348.0319	124472.6608	29333.3959	470.4475	860.0170	0.0000
3343	a	sp|P17182|ENOA_MOUSE	P17182	ENOA_MOUSE	Eno1	434	65.90	Mus musculus (Mouse) OX=10090	Alpha-enolase 	1:Experimental evidence at protein level	1.0000	0.9990	32	24	32	209	133	209	7302762	7302762	7302762	10C(57.0215), 10K(304.2072), 11K(304.2072), 12C(57.0215), 13K(304.2072), 14K(304.2072), 16K(304.2072), 17C(57.0215), 17K(304.2072), 19K(304.2072), 1K(304.2072), 22K(304.2072), 27C(57.0215), 2K(304.2072), 30C(57.0215), 30K(304.2072), 31K(304.2072), 3K(304.2072), 4K(304.2072), 6K(304.2072), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)			3131838.4168	2086024.2231	4294004.7418	2758749.1612	2847720.6677	1761286.0905	3220253.0348	2061299.2726	3251520.0496	1507694.8874	2641514.6635	14179.9791	16827.6020	0.0000	258.8655	430.6072
3343	b	sp|P17183|ENOG_MOUSE	P17183	ENOG_MOUSE	Eno2	434	24.40	Mus musculus (Mouse) OX=10090	Gamma-enolase 	1:Experimental evidence at protein level	1.0000	0.9979	10	1	2	78	1	2	1334221	     0	     0	3K(304.2072), 9K(304.2072), N-term(42.0106)			18829.5850	14874.4414	23885.3252	19709.3887	18654.0073	14834.5796	19326.1572	14803.5952	20377.9863	11532.1592	16043.7168	272.6597	261.9313	0.0000	0.0000	0.0000
3344	a	sp|P17563|SBP1_MOUSE	P17563	SBP1_MOUSE	Selenbp1	472	70.30	Mus musculus (Mouse) OX=10090	Methanethiol oxidase 	1:Experimental evidence at protein level	1.0000	0.9990	43	6	43	187	50	187	13283554	9578030	13283554	11K(304.2072), 12C(57.0215), 12K(304.2072), 13K(304.2072), 14C(57.0215), 14K(304.2072), 15K(304.2072), 16K(304.2072), 17K(304.2072), 18C(57.0215), 18K(304.2072), 19K(304.2072), 1C(57.0215), 1K(304.2072), 20K(304.2072), 21C(57.0215), 22K(304.2072), 24K(304.2072), 27K(304.2072), 2K(304.2072), 3C(57.0215), 3K(304.2072), 4C(57.0215), 6C(57.0215), 6K(304.2072), 7C(57.0215), 7K(304.2072), 8C(57.0215), 9C(57.0215), 9K(304.2072), N-term(304.2072), N-term(42.0106)			1832062.4784	1082213.0205	2497380.1925	1628695.8362	1707992.6992	804155.4268	1903142.5793	1195641.8025	1942129.0232	702668.3041	1627499.7165	4882.4467	12458.9379	0.0000	0.0000	0.0000
3345	b	sp|O08528|HXK2_MOUSE	O08528	HXK2_MOUSE	Hk2	917	5.10	Mus musculus (Mouse) OX=10090	Hexokinase-2 	1:Experimental evidence at protein level	0.9997	0.9983	3	2	2	4	2	2	293500	 65396	 65396	11K(304.2072), 2K(304.2072), 5K(304.2072), 6K(304.2072), N-term(42.0106)			24796.2900	28344.3984	36798.1621	36872.2471	34259.3115	34652.8477	26307.3135	24694.1445	35203.5879	26363.8203	26560.9385	398.0686	581.4315	0.0000	0.0000	0.0000
3345	a	sp|P17710|HXK1_MOUSE	P17710	HXK1_MOUSE	Hk1	974	36.30	Mus musculus (Mouse) OX=10090	Hexokinase-1 	1:Experimental evidence at protein level	1.0000	0.9990	23	20	23	71	66	71	28369593	28369593	28369593	10K(304.2072), 11K(304.2072), 12K(304.2072), 14K(304.2072), 15K(304.2072), 16K(304.2072), 22K(304.2072), 2C(57.0215), 2K(304.2072), 3K(304.2072), 4K(304.2072), 5C(57.0215), 5K(304.2072), 6C(57.0215), 6K(304.2072), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)			1064872.3170	705514.9869	1359552.0389	752304.9094	754032.3180	598002.7800	876998.1680	509544.5798	1143290.6740	491527.2168	645814.9770	4259.2710	5661.2049	0.0000	0.0000	0.0000
3346	a	sp|P17742|PPIA_MOUSE	P17742	PPIA_MOUSE	Ppia	164	89.00	Mus musculus (Mouse) OX=10090	Peptidyl-prolyl cis-trans isomerase A 	1:Experimental evidence at protein level	1.0000	0.9990	24	8	24	120	43	120	29205314	14945298	29205314	10K(304.2072), 11K(304.2072), 12K(304.2072), 13C(57.0215), 13K(304.2072), 15K(304.2072), 17K(304.2072), 18K(304.2072), 1C(57.0215), 1K(304.2072), 20K(304.2072), 23K(304.2072), 25K(304.2072), 2C(57.0215), 2K(304.2072), 3K(304.2072), 5C(57.0215), 5K(304.2072), 6K(304.2072), 7C(57.0215), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072), N-term(42.0106)			2018202.6603	1592746.1564	2717398.5453	1986581.7101	1798352.6840	1505240.2664	2000819.8162	1612978.9549	2218540.9346	1312825.6436	1635290.7071	28142.1897	18177.9279	719.3181	0.0000	0.0000
3347	a	sp|P18654|KS6A3_MOUSE	P18654	KS6A3_MOUSE	Rps6ka3	740	10.90	Mus musculus (Mouse) OX=10090	Ribosomal protein S6 kinase alpha-3 	1:Experimental evidence at protein level	1.0000	0.9990	6	3	6	8	4	8	333666	333666	333666	12K(304.2072), 2C(57.0215), 2K(304.2072), 3K(304.2072), 7K(304.2072), 8K(304.2072)			80658.5562	77431.8763	104902.4600	77763.7942	71342.6526	94485.8970	73340.6611	74352.1008	79766.0312	63706.2817	57954.6421	0.0000	0.0000	0.0000	0.0000	0.0000
3347	b	sp|P18653|KS6A1_MOUSE	P18653	KS6A1_MOUSE	Rps6ka1	724	8.40	Mus musculus (Mouse) OX=10090	Ribosomal protein S6 kinase alpha-1 	1:Experimental evidence at protein level	1.0000	0.9990	5	2	2	7	3	3	     0	     0	     0	12K(304.2072), 18C(57.0215), 3K(304.2072)			18148.0793	18439.9932	24170.6411	17017.2888	16175.8848	26546.5105	16383.7739	14435.0903	20408.5659	17244.3856	13209.0815	0.0000	0.0000	0.0000	0.0000	0.0000
3348	d	sp|Q61781|K1C14_MOUSE	Q61781	K1C14_MOUSE	Krt14	484	12.80	Mus musculus (Mouse) OX=10090	Keratin, type I cytoskeletal 14 	1:Experimental evidence at protein level	1.0000	0.9987	5	1	3	9	1	3	     0	     0	     0	13K(304.2072), 2K(304.2072)			8103.4180	9584.8668	11462.7085	12165.4429	9043.9341	9518.3596	6403.4286	6976.8076	9443.8691	11149.1002	6782.6503	340.5005	0.0000	0.0000	0.0000	0.0000
3348	e	sp|Q9QWL7|K1C17_MOUSE	Q9QWL7	K1C17_MOUSE	Krt17	433	0.00	Mus musculus (Mouse) OX=10090	Keratin, type I cytoskeletal 17 	1:Experimental evidence at protein level	0.0168	0.9970	5	0	1	13	0	1	     0	     0	     0	5K(304.2072), 9K(304.2072)			17187.9727	29436.1621	20698.1309	45956.9883	25190.5293	20559.6953	18104.6250	11650.3584	11274.2305	30935.3594	11836.6855	1265.8978	0.0000	0.0000	0.0000	0.0000
3348	a	sp|P19001|K1C19_MOUSE	P19001	K1C19_MOUSE	Krt19	403	55.10	Mus musculus (Mouse) OX=10090	Keratin, type I cytoskeletal 19 	1:Experimental evidence at protein level	1.0000	0.9990	17	14	17	64	50	64	2533833	2533833	2533833	12K(304.2072), 17K(304.2072), 19K(304.2072), 1K(304.2072), 21K(304.2072), 2K(304.2072), 5K(304.2072), 6K(304.2072), 7K(304.2072), 9K(304.2072), N-term(304.2072)			299656.6330	386247.9321	363895.4694	386851.7206	233555.9175	1251000.8073	276069.3372	317829.7766	365063.0724	505818.4478	181089.8993	10146.8742	587.1741	0.0000	0.0000	0.0000
3348	b	sp|P13645|K1C10_HUMAN	P13645	K1C10_HUMAN	KRT10	584	31.50	Homo sapiens	Keratin, type I cytoskeletal 10 	1:Experimental evidence at protein level	1.0000	0.9990	14	12	13	41	34	36	143289	143289	143289	12K(304.2072), 13K(304.2072), 14K(304.2072), 17K(304.2072), 19K(304.2072), 1C(57.0215), 2K(304.2072), 4K(304.2072), 5C(57.0215), 5K(304.2072), 7C(57.0215), 7K(304.2072), N-term(304.2072)			264063.8431	252232.0424	187255.6127	309280.6042	208922.0927	198593.0689	347274.7241	140586.6703	195442.7357	271235.8262	159398.4265	3184.5305	0.0000	0.0000	0.0000	0.0000
3348	c	sp|Q61414|K1C15_MOUSE	Q61414	K1C15_MOUSE	Krt15	452	14.20	Mus musculus (Mouse) OX=10090	Keratin, type I cytoskeletal 15 	1:Experimental evidence at protein level	1.0000	0.9990	5	3	3	13	3	3	     0	     0	     0	2K(304.2072), 9K(304.2072)			3015.1169	2748.3175	4475.2385	2474.3934	2657.9962	2568.0446	3170.9528	2351.4883	3332.8337	1882.5371	2961.7926	0.0000	0.0000	0.0000	0.0000	0.0000
3349	a	sp|P19157|GSTP1_MOUSE	P19157	GSTP1_MOUSE	Gstp1	210	31.90	Mus musculus (Mouse) OX=10090	Glutathione S-transferase P 1 	1:Experimental evidence at protein level	1.0000	0.9990	8	4	8	40	14	40	260503	     0	260503	22K(304.2072), 2K(304.2072), 4K(304.2072), 6K(304.2072), 7K(304.2072), N-term(304.2072)			883937.2896	492799.7689	1207996.6051	733047.4315	762274.1625	497427.2568	938455.8932	535441.7241	879480.7169	381441.6813	763714.0984	2025.2917	3403.6443	0.0000	0.0000	0.0000
3350	a	sp|P19639|GSTM3_MOUSE	P19639	GSTM3_MOUSE	Gstm3	218	37.60	Mus musculus (Mouse) OX=10090	Glutathione S-transferase Mu 3 	1:Experimental evidence at protein level	1.0000	0.9958	7	1	3	14	1	3	     0	     0	     0	1K(304.2072), 7K(304.2072), N-term(42.0106)			34001.8838	18971.4937	52811.5840	27716.7222	25985.1406	22598.0479	33139.0850	19023.6367	40530.9805	15119.8379	26668.8467	0.0000	325.0283	0.0000	0.0000	0.0000
3351	g	sp|P35908|K22E_HUMAN	P35908	K22E_HUMAN	KRT2	639	36.90	Homo sapiens	Keratin, type II cytoskeletal 2 epidermal 	1:Experimental evidence at protein level	1.0000	0.9990	13	8	9	22	10	13	558443	496399	558443	10K(304.2072), 12C(57.0215), 12K(304.2072), 13K(304.2072), 14K(304.2072), 23K(304.2072), 2K(304.2072), 6K(304.2072), 8K(304.2072), 9K(304.2072)			90860.8488	66208.7324	62671.3010	84900.6143	46573.1517	63714.2470	98813.1290	45066.0873	55286.9325	86528.9832	60413.2304	1605.6213	865.3275	0.0000	0.0000	0.0000
3351	h	sp|P50446|K2C6A_MOUSE	P50446	K2C6A_MOUSE	Krt6a	553	13.70	Mus musculus (Mouse) OX=10090	Keratin, type II cytoskeletal 6A 	1:Experimental evidence at protein level	1.0000	0.9990	7	0	2	17	0	3	130542	     0	     0	10K(304.2072), 3K(304.2072)			12587.3784	12613.6150	14961.9167	36286.6631	22468.2744	9955.7439	13164.2338	10027.6863	8526.4641	6881.9779	8287.8678	404.6790	0.0000	0.0000	0.0000	0.0000
3351	d	sp|Q9DCV7|K2C7_MOUSE	Q9DCV7	K2C7_MOUSE	Krt7	457	64.30	Mus musculus (Mouse) OX=10090	Keratin, type II cytoskeletal 7 	1:Experimental evidence at protein level	1.0000	0.9990	21	15	17	66	35	41	1312389	1312389	1312389	10K(304.2072), 12K(304.2072), 14K(304.2072), 16K(304.2072), 19K(304.2072), 20K(304.2072), 23K(304.2072), 2K(304.2072), 3K(304.2072), 4K(304.2072), 5K(304.2072), 7K(304.2072), 9K(304.2072), N-term(304.2072)			312419.7076	390651.5406	404603.1293	390852.7388	302783.5779	782920.7081	288113.7096	354840.9115	361977.1222	363238.1452	229610.5007	5195.0015	1231.3883	0.0000	0.0000	0.0000
3351	e	sp|P31001|DESM_MOUSE	P31001	DESM_MOUSE	Des	469	48.60	Mus musculus (Mouse) OX=10090	Desmin 	1:Experimental evidence at protein level	1.0000	0.9990	16	12	12	52	22	22	435274	223914	223914	12K(304.2072), 13K(304.2072), 14K(304.2072), 19K(304.2072), 21K(304.2072), 31K(304.2072), 3K(304.2072), 7K(304.2072), 8K(304.2072), 9K(304.2072)			216848.7944	237618.5393	333090.3278	228594.2711	160412.0922	234475.3500	197318.3606	191425.9053	254929.7912	210581.2581	173437.5219	2089.4044	1192.7441	0.0000	0.0000	0.0000
3351	a	sp|P20152|VIME_MOUSE	P20152	VIME_MOUSE	Vim	466	55.60	Mus musculus (Mouse) OX=10090	Vimentin 	1:Experimental evidence at protein level	1.0000	0.9990	27	23	27	146	116	146	2090222	2090222	2090222	10K(304.2072), 15K(304.2072), 17K(304.2072), 19K(304.2072), 1K(304.2072), 21K(304.2072), 2K(304.2072), 4K(304.2072), 5K(304.2072), 7K(304.2072), 9K(304.2072), N-term(304.2072), N-term(42.0106)			1189135.1566	1650411.1898	1603967.7665	1482978.8539	1045765.3008	2067777.2796	1146692.8136	1433677.4492	1464753.6178	1808404.4561	886461.6216	24819.5803	4656.9613	2696.5929	2067.4697	1805.9460
3351	b	sp|P04264|K2C1_HUMAN	P04264	K2C1_HUMAN	KRT1	644	49.50	Homo sapiens	Keratin, type II cytoskeletal 1 	1:Experimental evidence at protein level	1.0000	0.9990	25	23	24	91	87	90	12409914	12409914	12409914	10K(304.2072), 11K(304.2072), 12K(304.2072), 16K(304.2072), 18K(304.2072), 21K(304.2072), 23K(304.2072), 2K(304.2072), 33K(304.2072), 3K(304.2072), 4C(57.0215), 4K(304.2072), 5K(304.2072), 6K(304.2072), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)			719690.6859	1224573.5797	729903.3623	1046516.6798	715212.1465	709247.5373	933305.2873	597767.8116	618213.0650	1368624.7590	553318.2442	34966.1767	2918.7187	0.0000	0.0000	0.0000
3351	c	sp|P11679|K2C8_MOUSE	P11679	K2C8_MOUSE	Krt8	490	61.20	Mus musculus (Mouse) OX=10090	Keratin, type II cytoskeletal 8 	1:Experimental evidence at protein level	1.0000	0.9990	22	16	19	79	46	54	2897390	2686030	2816572	10K(304.2072), 11K(304.2072), 12K(304.2072), 13K(304.2072), 14K(304.2072), 16K(304.2072), 20K(304.2072), 21K(304.2072), 27K(304.2072), 29K(304.2072), 2K(304.2072), 36K(304.2072), 3K(304.2072), 4K(304.2072), 6K(304.2072), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(42.0106)			369663.3821	665992.7598	502615.7823	547587.7837	307921.0127	1175787.9071	301663.3200	539731.0466	512345.1918	710393.7385	237866.2172	14110.8456	290.5411	0.0000	0.0000	0.0000
3351	f	sp|Q922U2|K2C5_MOUSE	Q922U2	K2C5_MOUSE	Krt5	580	31.00	Mus musculus (Mouse) OX=10090	Keratin, type II cytoskeletal 5 	1:Experimental evidence at protein level	1.0000	0.9990	14	6	10	28	7	16	297371	166829	166829	10C(57.0215), 10K(304.2072), 12K(304.2072), 14K(304.2072), 1K(304.2072), 2K(304.2072), 3K(304.2072), 6K(304.2072), 7C(57.0215), 7K(304.2072), 8C(57.0215), 8K(304.2072)			84732.0181	108267.3086	104720.6720	121824.2253	74089.4867	134547.7347	81009.7092	52922.7220	95452.0063	125142.1980	45286.6128	3009.7543	0.0000	0.0000	0.0000	0.0000
3352	a	sp|P21447|MDR1A_MOUSE	P21447	MDR1A_MOUSE	Abcb1a	1276	5.70	Mus musculus (Mouse) OX=10090	ATP-dependent translocase ABCB1 	1:Experimental evidence at protein level	1.0000	0.9990	5	3	5	5	3	5	254448	     0	254448	10K(304.2072), 17K(304.2072), 25K(304.2072), 8K(304.2072), N-term(42.0106)			31883.3917	24250.3059	43469.5783	33480.5877	29963.9904	23401.6041	35492.9528	26205.1532	38229.6526	17418.3789	30153.2425	799.4848	480.8122	0.0000	0.0000	0.0000
3352	b	sp|Q9DC29|ABCB6_MOUSE	Q9DC29	ABCB6_MOUSE	Abcb6	842	5.90	Mus musculus (Mouse) OX=10090	ATP-binding cassette sub-family B member 6, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	4	2	2	5	2	2	971615	     0	     0				12707.6738	7920.2227	15859.3555	11902.6016	11321.8633	9446.7012	14787.5098	9111.7451	12348.8877	8389.8496	10928.0605	0.0000	0.0000	0.0000	0.0000	0.0000
3353	a	sp|P21981|TGM2_MOUSE	P21981	TGM2_MOUSE	Tgm2	686	41.40	Mus musculus (Mouse) OX=10090	Protein-glutamine gamma-glutamyltransferase 2 	1:Experimental evidence at protein level	1.0000	0.9990	28	27	28	87	86	87	3218039	3218039	3218039	10K(304.2072), 11K(304.2072), 15K(304.2072), 17K(304.2072), 1C(57.0215), 1C(57.0215), 26K(304.2072), 3K(304.2072), 5K(304.2072), 6K(304.2072), 7K(304.2072), 8C(57.0215), 8K(304.2072), 9C(57.0215), 9K(304.2072), N-term(304.2072)			739785.4245	601207.4908	903519.4536	780111.3058	682494.4427	587332.1143	741795.5147	652787.2846	753513.8956	534666.5660	595225.2920	9934.7149	5158.3261	357.9616	0.0000	0.0000
3354	b	sp|P26149|3BHS2_MOUSE	P26149	3BHS2_MOUSE	Hsd3b2	373	22.00	Mus musculus (Mouse) OX=10090	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2 	1:Experimental evidence at protein level	1.0000	0.9990	6	3	4	11	4	5	     0	     0	     0	4K(304.2072), 6K(304.2072), 7K(304.2072)			51590.3857	25291.6040	54275.1372	41324.7500	49018.3967	20450.4429	49415.0098	30532.9778	41569.1328	15383.6550	37765.4773	0.0000	1249.2670	0.0000	0.0000	0.0000
3354	a	sp|P26150|3BHS3_MOUSE	P26150	3BHS3_MOUSE	Hsd3b3	373	23.30	Mus musculus (Mouse) OX=10090	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 3 	1:Experimental evidence at protein level	1.0000	0.9990	6	4	6	12	6	12	247941	247941	247941	14K(304.2072), 16K(304.2072), 4K(304.2072), 7K(304.2072), 9K(304.2072), N-term(304.2072)			251346.1495	97907.0238	269427.2766	225437.9508	164398.4586	61672.1344	233854.3688	150294.0259	206617.7418	63199.6084	201367.8528	1053.6938	1948.0953	0.0000	0.0000	0.0000
3355	a	sp|P26231|CTNA1_MOUSE	P26231	CTNA1_MOUSE	Ctnna1	906	26.80	Mus musculus (Mouse) OX=10090	Catenin alpha-1 	1:Experimental evidence at protein level	1.0000	0.9990	16	14	16	29	23	29	17106787	17106787	17106787	10K(304.2072), 11C(57.0215), 11K(304.2072), 12K(304.2072), 13K(304.2072), 14K(304.2072), 15K(304.2072), 16K(304.2072), 17C(57.0215), 17K(304.2072), 1K(304.2072), 20K(304.2072), 26K(304.2072), 27K(304.2072), 2K(304.2072), 4K(304.2072), 5K(304.2072), 6C(57.0215), 6K(304.2072), 7K(304.2072), N-term(42.0106)			370215.3972	269535.6548	482217.2781	327036.7592	320717.5344	243756.4554	335482.5844	272225.5095	362036.1954	211415.8940	299570.0265	2991.9022	273.4411	383.4576	0.0000	0.0000
